c,gamma,accuracy
4.1,0.1,1.0
4.1,0.2,1.0
4.1,0.30000000000000004,1.0
4.1,0.4,1.0
4.1,0.5,1.0
4.1,0.6,1.0
4.1,0.7000000000000001,1.0
4.1,0.8,1.0
4.1,0.9,1.0
4.1,1.0,1.0
4.1,1.1,1.0
4.1,1.2000000000000002,1.0
4.1,1.3000000000000003,1.0
4.1,1.4000000000000001,1.0
4.1,1.5000000000000002,1.0
4.1,1.6,1.0
4.1,1.7000000000000002,1.0
4.1,1.8000000000000003,1.0
4.1,1.9000000000000001,1.0
4.1,2.0,1.0
4.2,0.1,1.0
4.2,0.2,1.0
4.2,0.30000000000000004,1.0
4.2,0.4,1.0
4.2,0.5,1.0
4.2,0.6,1.0
4.2,0.7000000000000001,1.0
4.2,0.8,1.0
4.2,0.9,1.0
4.2,1.0,1.0
4.2,1.1,1.0
4.2,1.2000000000000002,1.0
4.2,1.3000000000000003,1.0
4.2,1.4000000000000001,1.0
4.2,1.5000000000000002,1.0
4.2,1.6,1.0
4.2,1.7000000000000002,1.0
4.2,1.8000000000000003,1.0
4.2,1.9000000000000001,1.0
4.2,2.0,1.0
4.3,0.1,1.0
4.3,0.2,1.0
4.3,0.30000000000000004,1.0
4.3,0.4,1.0
4.3,0.5,1.0
4.3,0.6,1.0
4.3,0.7000000000000001,1.0
4.3,0.8,1.0
4.3,0.9,1.0
4.3,1.0,1.0
4.3,1.1,1.0
4.3,1.2000000000000002,1.0
4.3,1.3000000000000003,1.0
4.3,1.4000000000000001,1.0
4.3,1.5000000000000002,1.0
4.3,1.6,1.0
4.3,1.7000000000000002,1.0
4.3,1.8000000000000003,1.0
4.3,1.9000000000000001,1.0
4.3,2.0,1.0
4.3999999999999995,0.1,1.0
4.3999999999999995,0.2,1.0
4.3999999999999995,0.30000000000000004,1.0
4.3999999999999995,0.4,1.0
4.3999999999999995,0.5,1.0
4.3999999999999995,0.6,1.0
4.3999999999999995,0.7000000000000001,1.0
4.3999999999999995,0.8,1.0
4.3999999999999995,0.9,1.0
4.3999999999999995,1.0,1.0
4.3999999999999995,1.1,1.0
4.3999999999999995,1.2000000000000002,1.0
4.3999999999999995,1.3000000000000003,1.0
4.3999999999999995,1.4000000000000001,1.0
4.3999999999999995,1.5000000000000002,1.0
4.3999999999999995,1.6,1.0
4.3999999999999995,1.7000000000000002,1.0
4.3999999999999995,1.8000000000000003,1.0
4.3999999999999995,1.9000000000000001,1.0
4.3999999999999995,2.0,1.0
4.5,0.1,1.0
4.5,0.2,1.0
4.5,0.30000000000000004,1.0
4.5,0.4,1.0
4.5,0.5,1.0
4.5,0.6,1.0
4.5,0.7000000000000001,1.0
4.5,0.8,1.0
4.5,0.9,1.0
4.5,1.0,1.0
4.5,1.1,1.0
4.5,1.2000000000000002,1.0
4.5,1.3000000000000003,1.0
4.5,1.4000000000000001,1.0
4.5,1.5000000000000002,1.0
4.5,1.6,1.0
4.5,1.7000000000000002,1.0
4.5,1.8000000000000003,1.0
4.5,1.9000000000000001,1.0
4.5,2.0,1.0
4.6,0.1,1.0
4.6,0.2,1.0
4.6,0.30000000000000004,1.0
4.6,0.4,1.0
4.6,0.5,1.0
4.6,0.6,1.0
4.6,0.7000000000000001,1.0
4.6,0.8,1.0
4.6,0.9,1.0
4.6,1.0,1.0
4.6,1.1,1.0
4.6,1.2000000000000002,1.0
4.6,1.3000000000000003,1.0
4.6,1.4000000000000001,1.0
4.6,1.5000000000000002,1.0
4.6,1.6,1.0
4.6,1.7000000000000002,1.0
4.6,1.8000000000000003,1.0
4.6,1.9000000000000001,1.0
4.6,2.0,1.0
4.7,0.1,1.0
4.7,0.2,1.0
4.7,0.30000000000000004,1.0
4.7,0.4,1.0
4.7,0.5,1.0
4.7,0.6,1.0
4.7,0.7000000000000001,1.0
4.7,0.8,1.0
4.7,0.9,1.0
4.7,1.0,1.0
4.7,1.1,1.0
4.7,1.2000000000000002,1.0
4.7,1.3000000000000003,1.0
4.7,1.4000000000000001,1.0
4.7,1.5000000000000002,1.0
4.7,1.6,1.0
4.7,1.7000000000000002,1.0
4.7,1.8000000000000003,1.0
4.7,1.9000000000000001,1.0
4.7,2.0,1.0
4.8,0.1,1.0
4.8,0.2,1.0
4.8,0.30000000000000004,1.0
4.8,0.4,1.0
4.8,0.5,1.0
4.8,0.6,1.0
4.8,0.7000000000000001,1.0
4.8,0.8,1.0
4.8,0.9,1.0
4.8,1.0,1.0
4.8,1.1,1.0
4.8,1.2000000000000002,1.0
4.8,1.3000000000000003,1.0
4.8,1.4000000000000001,1.0
4.8,1.5000000000000002,1.0
4.8,1.6,1.0
4.8,1.7000000000000002,1.0
4.8,1.8000000000000003,1.0
4.8,1.9000000000000001,1.0
4.8,2.0,1.0
4.9,0.1,1.0
4.9,0.2,1.0
4.9,0.30000000000000004,1.0
4.9,0.4,1.0
4.9,0.5,1.0
4.9,0.6,1.0
4.9,0.7000000000000001,1.0
4.9,0.8,1.0
4.9,0.9,1.0
4.9,1.0,1.0
4.9,1.1,1.0
4.9,1.2000000000000002,1.0
4.9,1.3000000000000003,1.0
4.9,1.4000000000000001,1.0
4.9,1.5000000000000002,1.0
4.9,1.6,1.0
4.9,1.7000000000000002,1.0
4.9,1.8000000000000003,1.0
4.9,1.9000000000000001,1.0
4.9,2.0,1.0
5.0,0.1,1.0
5.0,0.2,1.0
5.0,0.30000000000000004,1.0
5.0,0.4,1.0
5.0,0.5,1.0
5.0,0.6,1.0
5.0,0.7000000000000001,1.0
5.0,0.8,1.0
5.0,0.9,1.0
5.0,1.0,1.0
5.0,1.1,1.0
5.0,1.2000000000000002,1.0
5.0,1.3000000000000003,1.0
5.0,1.4000000000000001,1.0
5.0,1.5000000000000002,1.0
5.0,1.6,1.0
5.0,1.7000000000000002,1.0
5.0,1.8000000000000003,1.0
5.0,1.9000000000000001,1.0
5.0,2.0,1.0
5.1,0.1,1.0
5.1,0.2,1.0
5.1,0.30000000000000004,1.0
5.1,0.4,1.0
5.1,0.5,1.0
5.1,0.6,1.0
5.1,0.7000000000000001,1.0
5.1,0.8,1.0
5.1,0.9,1.0
5.1,1.0,1.0
5.1,1.1,1.0
5.1,1.2000000000000002,1.0
5.1,1.3000000000000003,1.0
5.1,1.4000000000000001,1.0
5.1,1.5000000000000002,1.0
5.1,1.6,1.0
5.1,1.7000000000000002,1.0
5.1,1.8000000000000003,1.0
5.1,1.9000000000000001,1.0
5.1,2.0,1.0
5.2,0.1,1.0
5.2,0.2,1.0
5.2,0.30000000000000004,1.0
5.2,0.4,1.0
5.2,0.5,1.0
5.2,0.6,1.0
5.2,0.7000000000000001,1.0
5.2,0.8,1.0
5.2,0.9,1.0
5.2,1.0,1.0
5.2,1.1,1.0
5.2,1.2000000000000002,1.0
5.2,1.3000000000000003,1.0
5.2,1.4000000000000001,1.0
5.2,1.5000000000000002,1.0
5.2,1.6,1.0
5.2,1.7000000000000002,1.0
5.2,1.8000000000000003,1.0
5.2,1.9000000000000001,1.0
5.2,2.0,1.0
5.3,0.1,1.0
5.3,0.2,1.0
5.3,0.30000000000000004,1.0
5.3,0.4,1.0
5.3,0.5,1.0
5.3,0.6,1.0
5.3,0.7000000000000001,1.0
5.3,0.8,1.0
5.3,0.9,1.0
5.3,1.0,1.0
5.3,1.1,1.0
5.3,1.2000000000000002,1.0
5.3,1.3000000000000003,1.0
5.3,1.4000000000000001,1.0
5.3,1.5000000000000002,1.0
5.3,1.6,1.0
5.3,1.7000000000000002,1.0
5.3,1.8000000000000003,1.0
5.3,1.9000000000000001,1.0
5.3,2.0,1.0
5.4,0.1,1.0
5.4,0.2,1.0
5.4,0.30000000000000004,1.0
5.4,0.4,1.0
5.4,0.5,1.0
5.4,0.6,1.0
5.4,0.7000000000000001,1.0
5.4,0.8,1.0
5.4,0.9,1.0
5.4,1.0,1.0
5.4,1.1,1.0
5.4,1.2000000000000002,1.0
5.4,1.3000000000000003,1.0
5.4,1.4000000000000001,1.0
5.4,1.5000000000000002,1.0
5.4,1.6,1.0
5.4,1.7000000000000002,1.0
5.4,1.8000000000000003,1.0
5.4,1.9000000000000001,1.0
5.4,2.0,1.0
5.5,0.1,1.0
5.5,0.2,1.0
5.5,0.30000000000000004,1.0
5.5,0.4,1.0
5.5,0.5,1.0
5.5,0.6,1.0
5.5,0.7000000000000001,1.0
5.5,0.8,1.0
5.5,0.9,1.0
5.5,1.0,1.0
5.5,1.1,1.0
5.5,1.2000000000000002,1.0
5.5,1.3000000000000003,1.0
5.5,1.4000000000000001,1.0
5.5,1.5000000000000002,1.0
5.5,1.6,1.0
5.5,1.7000000000000002,1.0
5.5,1.8000000000000003,1.0
5.5,1.9000000000000001,1.0
5.5,2.0,1.0
5.6,0.1,1.0
5.6,0.2,1.0
5.6,0.30000000000000004,1.0
5.6,0.4,1.0
5.6,0.5,1.0
5.6,0.6,1.0
5.6,0.7000000000000001,1.0
5.6,0.8,1.0
5.6,0.9,1.0
5.6,1.0,1.0
5.6,1.1,1.0
5.6,1.2000000000000002,1.0
5.6,1.3000000000000003,1.0
5.6,1.4000000000000001,1.0
5.6,1.5000000000000002,1.0
5.6,1.6,1.0
5.6,1.7000000000000002,1.0
5.6,1.8000000000000003,1.0
5.6,1.9000000000000001,1.0
5.6,2.0,1.0
5.7,0.1,1.0
5.7,0.2,1.0
5.7,0.30000000000000004,1.0
5.7,0.4,1.0
5.7,0.5,1.0
5.7,0.6,1.0
5.7,0.7000000000000001,1.0
5.7,0.8,1.0
5.7,0.9,1.0
5.7,1.0,1.0
5.7,1.1,1.0
5.7,1.2000000000000002,1.0
5.7,1.3000000000000003,1.0
5.7,1.4000000000000001,1.0
5.7,1.5000000000000002,1.0
5.7,1.6,1.0
5.7,1.7000000000000002,1.0
5.7,1.8000000000000003,1.0
5.7,1.9000000000000001,1.0
5.7,2.0,1.0
5.8,0.1,1.0
5.8,0.2,1.0
5.8,0.30000000000000004,1.0
5.8,0.4,1.0
5.8,0.5,1.0
5.8,0.6,1.0
5.8,0.7000000000000001,1.0
5.8,0.8,1.0
5.8,0.9,1.0
5.8,1.0,1.0
5.8,1.1,1.0
5.8,1.2000000000000002,1.0
5.8,1.3000000000000003,1.0
5.8,1.4000000000000001,1.0
5.8,1.5000000000000002,1.0
5.8,1.6,1.0
5.8,1.7000000000000002,1.0
5.8,1.8000000000000003,1.0
5.8,1.9000000000000001,1.0
5.8,2.0,1.0
5.9,0.1,1.0
5.9,0.2,1.0
5.9,0.30000000000000004,1.0
5.9,0.4,1.0
5.9,0.5,1.0
5.9,0.6,1.0
5.9,0.7000000000000001,1.0
5.9,0.8,1.0
5.9,0.9,1.0
5.9,1.0,1.0
5.9,1.1,1.0
5.9,1.2000000000000002,1.0
5.9,1.3000000000000003,1.0
5.9,1.4000000000000001,1.0
5.9,1.5000000000000002,1.0
5.9,1.6,1.0
5.9,1.7000000000000002,1.0
5.9,1.8000000000000003,1.0
5.9,1.9000000000000001,1.0
5.9,2.0,1.0
6.0,0.1,1.0
6.0,0.2,1.0
6.0,0.30000000000000004,1.0
6.0,0.4,1.0
6.0,0.5,1.0
6.0,0.6,1.0
6.0,0.7000000000000001,1.0
6.0,0.8,1.0
6.0,0.9,1.0
6.0,1.0,1.0
6.0,1.1,1.0
6.0,1.2000000000000002,1.0
6.0,1.3000000000000003,1.0
6.0,1.4000000000000001,1.0
6.0,1.5000000000000002,1.0
6.0,1.6,1.0
6.0,1.7000000000000002,1.0
6.0,1.8000000000000003,1.0
6.0,1.9000000000000001,1.0
6.0,2.0,1.0
6.1,0.1,1.0
6.1,0.2,1.0
6.1,0.30000000000000004,1.0
6.1,0.4,1.0
6.1,0.5,1.0
6.1,0.6,1.0
6.1,0.7000000000000001,1.0
6.1,0.8,1.0
6.1,0.9,1.0
6.1,1.0,1.0
6.1,1.1,1.0
6.1,1.2000000000000002,1.0
6.1,1.3000000000000003,1.0
6.1,1.4000000000000001,1.0
6.1,1.5000000000000002,1.0
6.1,1.6,1.0
6.1,1.7000000000000002,1.0
6.1,1.8000000000000003,1.0
6.1,1.9000000000000001,1.0
6.1,2.0,1.0
6.2,0.1,1.0
6.2,0.2,1.0
6.2,0.30000000000000004,1.0
6.2,0.4,1.0
6.2,0.5,1.0
6.2,0.6,1.0
6.2,0.7000000000000001,1.0
6.2,0.8,1.0
6.2,0.9,1.0
6.2,1.0,1.0
6.2,1.1,1.0
6.2,1.2000000000000002,1.0
6.2,1.3000000000000003,1.0
6.2,1.4000000000000001,1.0
6.2,1.5000000000000002,1.0
6.2,1.6,1.0
6.2,1.7000000000000002,1.0
6.2,1.8000000000000003,1.0
6.2,1.9000000000000001,1.0
6.2,2.0,1.0
6.3,0.1,1.0
6.3,0.2,1.0
6.3,0.30000000000000004,1.0
6.3,0.4,1.0
6.3,0.5,1.0
6.3,0.6,1.0
6.3,0.7000000000000001,1.0
6.3,0.8,1.0
6.3,0.9,1.0
6.3,1.0,1.0
6.3,1.1,1.0
6.3,1.2000000000000002,1.0
6.3,1.3000000000000003,1.0
6.3,1.4000000000000001,1.0
6.3,1.5000000000000002,1.0
6.3,1.6,1.0
6.3,1.7000000000000002,1.0
6.3,1.8000000000000003,1.0
6.3,1.9000000000000001,1.0
6.3,2.0,1.0
6.4,0.1,1.0
6.4,0.2,1.0
6.4,0.30000000000000004,1.0
6.4,0.4,1.0
6.4,0.5,1.0
6.4,0.6,1.0
6.4,0.7000000000000001,1.0
6.4,0.8,1.0
6.4,0.9,1.0
6.4,1.0,1.0
6.4,1.1,1.0
6.4,1.2000000000000002,1.0
6.4,1.3000000000000003,1.0
6.4,1.4000000000000001,1.0
6.4,1.5000000000000002,1.0
6.4,1.6,1.0
6.4,1.7000000000000002,1.0
6.4,1.8000000000000003,1.0
6.4,1.9000000000000001,1.0
6.4,2.0,1.0
6.5,0.1,1.0
6.5,0.2,1.0
6.5,0.30000000000000004,1.0
6.5,0.4,1.0
6.5,0.5,1.0
6.5,0.6,1.0
6.5,0.7000000000000001,1.0
6.5,0.8,1.0
6.5,0.9,1.0
6.5,1.0,1.0
6.5,1.1,1.0
6.5,1.2000000000000002,1.0
6.5,1.3000000000000003,1.0
6.5,1.4000000000000001,1.0
6.5,1.5000000000000002,1.0
6.5,1.6,1.0
6.5,1.7000000000000002,1.0
6.5,1.8000000000000003,1.0
6.5,1.9000000000000001,1.0
6.5,2.0,1.0
6.6,0.1,1.0
6.6,0.2,1.0
6.6,0.30000000000000004,1.0
6.6,0.4,1.0
6.6,0.5,1.0
6.6,0.6,1.0
6.6,0.7000000000000001,1.0
6.6,0.8,1.0
6.6,0.9,1.0
6.6,1.0,1.0
6.6,1.1,1.0
6.6,1.2000000000000002,1.0
6.6,1.3000000000000003,1.0
6.6,1.4000000000000001,1.0
6.6,1.5000000000000002,1.0
6.6,1.6,1.0
6.6,1.7000000000000002,1.0
6.6,1.8000000000000003,1.0
6.6,1.9000000000000001,1.0
6.6,2.0,1.0
6.7,0.1,1.0
6.7,0.2,1.0
6.7,0.30000000000000004,1.0
6.7,0.4,1.0
6.7,0.5,1.0
6.7,0.6,1.0
6.7,0.7000000000000001,1.0
6.7,0.8,1.0
6.7,0.9,1.0
6.7,1.0,1.0
6.7,1.1,1.0
6.7,1.2000000000000002,1.0
6.7,1.3000000000000003,1.0
6.7,1.4000000000000001,1.0
6.7,1.5000000000000002,1.0
6.7,1.6,1.0
6.7,1.7000000000000002,1.0
6.7,1.8000000000000003,1.0
6.7,1.9000000000000001,1.0
6.7,2.0,1.0
6.8,0.1,1.0
6.8,0.2,1.0
6.8,0.30000000000000004,1.0
6.8,0.4,1.0
6.8,0.5,1.0
6.8,0.6,1.0
6.8,0.7000000000000001,1.0
6.8,0.8,1.0
6.8,0.9,1.0
6.8,1.0,1.0
6.8,1.1,1.0
6.8,1.2000000000000002,1.0
6.8,1.3000000000000003,1.0
6.8,1.4000000000000001,1.0
6.8,1.5000000000000002,1.0
6.8,1.6,1.0
6.8,1.7000000000000002,1.0
6.8,1.8000000000000003,1.0
6.8,1.9000000000000001,1.0
6.8,2.0,1.0
6.9,0.1,1.0
6.9,0.2,1.0
6.9,0.30000000000000004,1.0
6.9,0.4,1.0
6.9,0.5,1.0
6.9,0.6,1.0
6.9,0.7000000000000001,1.0
6.9,0.8,1.0
6.9,0.9,1.0
6.9,1.0,1.0
6.9,1.1,1.0
6.9,1.2000000000000002,1.0
6.9,1.3000000000000003,1.0
6.9,1.4000000000000001,1.0
6.9,1.5000000000000002,1.0
6.9,1.6,1.0
6.9,1.7000000000000002,1.0
6.9,1.8000000000000003,1.0
6.9,1.9000000000000001,1.0
6.9,2.0,1.0
7.0,0.1,1.0
7.0,0.2,1.0
7.0,0.30000000000000004,1.0
7.0,0.4,1.0
7.0,0.5,1.0
7.0,0.6,1.0
7.0,0.7000000000000001,1.0
7.0,0.8,1.0
7.0,0.9,1.0
7.0,1.0,1.0
7.0,1.1,1.0
7.0,1.2000000000000002,1.0
7.0,1.3000000000000003,1.0
7.0,1.4000000000000001,1.0
7.0,1.5000000000000002,1.0
7.0,1.6,1.0
7.0,1.7000000000000002,1.0
7.0,1.8000000000000003,1.0
7.0,1.9000000000000001,1.0
7.0,2.0,1.0
7.1,0.1,1.0
7.1,0.2,1.0
7.1,0.30000000000000004,1.0
7.1,0.4,1.0
7.1,0.5,1.0
7.1,0.6,1.0
7.1,0.7000000000000001,1.0
7.1,0.8,1.0
7.1,0.9,1.0
7.1,1.0,1.0
7.1,1.1,1.0
7.1,1.2000000000000002,1.0
7.1,1.3000000000000003,1.0
7.1,1.4000000000000001,1.0
7.1,1.5000000000000002,1.0
7.1,1.6,1.0
7.1,1.7000000000000002,1.0
7.1,1.8000000000000003,1.0
7.1,1.9000000000000001,1.0
7.1,2.0,1.0
7.2,0.1,1.0
7.2,0.2,1.0
7.2,0.30000000000000004,1.0
7.2,0.4,1.0
7.2,0.5,1.0
7.2,0.6,1.0
7.2,0.7000000000000001,1.0
7.2,0.8,1.0
7.2,0.9,1.0
7.2,1.0,1.0
7.2,1.1,1.0
7.2,1.2000000000000002,1.0
7.2,1.3000000000000003,1.0
7.2,1.4000000000000001,1.0
7.2,1.5000000000000002,1.0
7.2,1.6,1.0
7.2,1.7000000000000002,1.0
7.2,1.8000000000000003,1.0
7.2,1.9000000000000001,1.0
7.2,2.0,1.0
7.3,0.1,1.0
7.3,0.2,1.0
7.3,0.30000000000000004,1.0
7.3,0.4,1.0
7.3,0.5,1.0
7.3,0.6,1.0
7.3,0.7000000000000001,1.0
7.3,0.8,1.0
7.3,0.9,1.0
7.3,1.0,1.0
7.3,1.1,1.0
7.3,1.2000000000000002,1.0
7.3,1.3000000000000003,1.0
7.3,1.4000000000000001,1.0
7.3,1.5000000000000002,1.0
7.3,1.6,1.0
7.3,1.7000000000000002,1.0
7.3,1.8000000000000003,1.0
7.3,1.9000000000000001,1.0
7.3,2.0,1.0
7.4,0.1,1.0
7.4,0.2,1.0
7.4,0.30000000000000004,1.0
7.4,0.4,1.0
7.4,0.5,1.0
7.4,0.6,1.0
7.4,0.7000000000000001,1.0
7.4,0.8,1.0
7.4,0.9,1.0
7.4,1.0,1.0
7.4,1.1,1.0
7.4,1.2000000000000002,1.0
7.4,1.3000000000000003,1.0
7.4,1.4000000000000001,1.0
7.4,1.5000000000000002,1.0
7.4,1.6,1.0
7.4,1.7000000000000002,1.0
7.4,1.8000000000000003,1.0
7.4,1.9000000000000001,1.0
7.4,2.0,1.0
7.5,0.1,1.0
7.5,0.2,1.0
7.5,0.30000000000000004,1.0
7.5,0.4,1.0
7.5,0.5,1.0
7.5,0.6,1.0
7.5,0.7000000000000001,1.0
7.5,0.8,1.0
7.5,0.9,1.0
7.5,1.0,1.0
7.5,1.1,1.0
7.5,1.2000000000000002,1.0
7.5,1.3000000000000003,1.0
7.5,1.4000000000000001,1.0
7.5,1.5000000000000002,1.0
7.5,1.6,1.0
7.5,1.7000000000000002,1.0
7.5,1.8000000000000003,1.0
7.5,1.9000000000000001,1.0
7.5,2.0,1.0
7.6,0.1,1.0
7.6,0.2,1.0
7.6,0.30000000000000004,1.0
7.6,0.4,1.0
7.6,0.5,1.0
7.6,0.6,1.0
7.6,0.7000000000000001,1.0
7.6,0.8,1.0
7.6,0.9,1.0
7.6,1.0,1.0
7.6,1.1,1.0
7.6,1.2000000000000002,1.0
7.6,1.3000000000000003,1.0
7.6,1.4000000000000001,1.0
7.6,1.5000000000000002,1.0
7.6,1.6,1.0
7.6,1.7000000000000002,1.0
7.6,1.8000000000000003,1.0
7.6,1.9000000000000001,1.0
7.6,2.0,1.0
7.7,0.1,1.0
7.7,0.2,1.0
7.7,0.30000000000000004,1.0
7.7,0.4,1.0
7.7,0.5,1.0
7.7,0.6,1.0
7.7,0.7000000000000001,1.0
7.7,0.8,1.0
7.7,0.9,1.0
7.7,1.0,1.0
7.7,1.1,1.0
7.7,1.2000000000000002,1.0
7.7,1.3000000000000003,1.0
7.7,1.4000000000000001,1.0
7.7,1.5000000000000002,1.0
7.7,1.6,1.0
7.7,1.7000000000000002,1.0
7.7,1.8000000000000003,1.0
7.7,1.9000000000000001,1.0
7.7,2.0,1.0
7.8,0.1,1.0
7.8,0.2,1.0
7.8,0.30000000000000004,1.0
7.8,0.4,1.0
7.8,0.5,1.0
7.8,0.6,1.0
7.8,0.7000000000000001,1.0
7.8,0.8,1.0
7.8,0.9,1.0
7.8,1.0,1.0
7.8,1.1,1.0
7.8,1.2000000000000002,1.0
7.8,1.3000000000000003,1.0
7.8,1.4000000000000001,1.0
7.8,1.5000000000000002,1.0
7.8,1.6,1.0
7.8,1.7000000000000002,1.0
7.8,1.8000000000000003,1.0
7.8,1.9000000000000001,1.0
7.8,2.0,1.0
7.9,0.1,1.0
7.9,0.2,1.0
7.9,0.30000000000000004,1.0
7.9,0.4,1.0
7.9,0.5,1.0
7.9,0.6,1.0
7.9,0.7000000000000001,1.0
7.9,0.8,1.0
7.9,0.9,1.0
7.9,1.0,1.0
7.9,1.1,1.0
7.9,1.2000000000000002,1.0
7.9,1.3000000000000003,1.0
7.9,1.4000000000000001,1.0
7.9,1.5000000000000002,1.0
7.9,1.6,1.0
7.9,1.7000000000000002,1.0
7.9,1.8000000000000003,1.0
7.9,1.9000000000000001,1.0
7.9,2.0,1.0
8.0,0.1,1.0
8.0,0.2,1.0
8.0,0.30000000000000004,1.0
8.0,0.4,1.0
8.0,0.5,1.0
8.0,0.6,1.0
8.0,0.7000000000000001,1.0
8.0,0.8,1.0
8.0,0.9,1.0
8.0,1.0,1.0
8.0,1.1,1.0
8.0,1.2000000000000002,1.0
8.0,1.3000000000000003,1.0
8.0,1.4000000000000001,1.0
8.0,1.5000000000000002,1.0
8.0,1.6,1.0
8.0,1.7000000000000002,1.0
8.0,1.8000000000000003,1.0
8.0,1.9000000000000001,1.0
8.0,2.0,1.0
8.1,0.1,1.0
8.1,0.2,1.0
8.1,0.30000000000000004,1.0
8.1,0.4,1.0
8.1,0.5,1.0
8.1,0.6,1.0
8.1,0.7000000000000001,1.0
8.1,0.8,1.0
8.1,0.9,1.0
8.1,1.0,1.0
8.1,1.1,1.0
8.1,1.2000000000000002,1.0
8.1,1.3000000000000003,1.0
8.1,1.4000000000000001,1.0
8.1,1.5000000000000002,1.0
8.1,1.6,1.0
8.1,1.7000000000000002,1.0
8.1,1.8000000000000003,1.0
8.1,1.9000000000000001,1.0
8.1,2.0,1.0
8.2,0.1,1.0
8.2,0.2,1.0
8.2,0.30000000000000004,1.0
8.2,0.4,1.0
8.2,0.5,1.0
8.2,0.6,1.0
8.2,0.7000000000000001,1.0
8.2,0.8,1.0
8.2,0.9,1.0
8.2,1.0,1.0
8.2,1.1,1.0
8.2,1.2000000000000002,1.0
8.2,1.3000000000000003,1.0
8.2,1.4000000000000001,1.0
8.2,1.5000000000000002,1.0
8.2,1.6,1.0
8.2,1.7000000000000002,1.0
8.2,1.8000000000000003,1.0
8.2,1.9000000000000001,1.0
8.2,2.0,1.0
8.3,0.1,1.0
8.3,0.2,1.0
8.3,0.30000000000000004,1.0
8.3,0.4,1.0
8.3,0.5,1.0
8.3,0.6,1.0
8.3,0.7000000000000001,1.0
8.3,0.8,1.0
8.3,0.9,1.0
8.3,1.0,1.0
8.3,1.1,1.0
8.3,1.2000000000000002,1.0
8.3,1.3000000000000003,1.0
8.3,1.4000000000000001,1.0
8.3,1.5000000000000002,1.0
8.3,1.6,1.0
8.3,1.7000000000000002,1.0
8.3,1.8000000000000003,1.0
8.3,1.9000000000000001,1.0
8.3,2.0,1.0
8.4,0.1,1.0
8.4,0.2,1.0
8.4,0.30000000000000004,1.0
8.4,0.4,1.0
8.4,0.5,1.0
8.4,0.6,1.0
8.4,0.7000000000000001,1.0
8.4,0.8,1.0
8.4,0.9,1.0
8.4,1.0,1.0
8.4,1.1,1.0
8.4,1.2000000000000002,1.0
8.4,1.3000000000000003,1.0
8.4,1.4000000000000001,1.0
8.4,1.5000000000000002,1.0
8.4,1.6,1.0
8.4,1.7000000000000002,1.0
8.4,1.8000000000000003,1.0
8.4,1.9000000000000001,1.0
8.4,2.0,1.0
8.5,0.1,1.0
8.5,0.2,1.0
8.5,0.30000000000000004,1.0
8.5,0.4,1.0
8.5,0.5,1.0
8.5,0.6,1.0
8.5,0.7000000000000001,1.0
8.5,0.8,1.0
8.5,0.9,1.0
8.5,1.0,1.0
8.5,1.1,1.0
8.5,1.2000000000000002,1.0
8.5,1.3000000000000003,1.0
8.5,1.4000000000000001,1.0
8.5,1.5000000000000002,1.0
8.5,1.6,1.0
8.5,1.7000000000000002,1.0
8.5,1.8000000000000003,1.0
8.5,1.9000000000000001,1.0
8.5,2.0,1.0
8.6,0.1,1.0
8.6,0.2,1.0
8.6,0.30000000000000004,1.0
8.6,0.4,1.0
8.6,0.5,1.0
8.6,0.6,1.0
8.6,0.7000000000000001,1.0
8.6,0.8,1.0
8.6,0.9,1.0
8.6,1.0,1.0
8.6,1.1,1.0
8.6,1.2000000000000002,1.0
8.6,1.3000000000000003,1.0
8.6,1.4000000000000001,1.0
8.6,1.5000000000000002,1.0
8.6,1.6,1.0
8.6,1.7000000000000002,1.0
8.6,1.8000000000000003,1.0
8.6,1.9000000000000001,1.0
8.6,2.0,1.0
8.7,0.1,1.0
8.7,0.2,1.0
8.7,0.30000000000000004,1.0
8.7,0.4,1.0
8.7,0.5,1.0
8.7,0.6,1.0
8.7,0.7000000000000001,1.0
8.7,0.8,1.0
8.7,0.9,1.0
8.7,1.0,1.0
8.7,1.1,1.0
8.7,1.2000000000000002,1.0
8.7,1.3000000000000003,1.0
8.7,1.4000000000000001,1.0
8.7,1.5000000000000002,1.0
8.7,1.6,1.0
8.7,1.7000000000000002,1.0
8.7,1.8000000000000003,1.0
8.7,1.9000000000000001,1.0
8.7,2.0,1.0
8.8,0.1,1.0
8.8,0.2,1.0
8.8,0.30000000000000004,1.0
8.8,0.4,1.0
8.8,0.5,1.0
8.8,0.6,1.0
8.8,0.7000000000000001,1.0
8.8,0.8,1.0
8.8,0.9,1.0
8.8,1.0,1.0
8.8,1.1,1.0
8.8,1.2000000000000002,1.0
8.8,1.3000000000000003,1.0
8.8,1.4000000000000001,1.0
8.8,1.5000000000000002,1.0
8.8,1.6,1.0
8.8,1.7000000000000002,1.0
8.8,1.8000000000000003,1.0
8.8,1.9000000000000001,1.0
8.8,2.0,1.0
8.9,0.1,1.0
8.9,0.2,1.0
8.9,0.30000000000000004,1.0
8.9,0.4,1.0
8.9,0.5,1.0
8.9,0.6,1.0
8.9,0.7000000000000001,1.0
8.9,0.8,1.0
8.9,0.9,1.0
8.9,1.0,1.0
8.9,1.1,1.0
8.9,1.2000000000000002,1.0
8.9,1.3000000000000003,1.0
8.9,1.4000000000000001,1.0
